pseudo_mr,text
Thurn and Taxis genre historical board game. Thurn and Taxis publisher Hans im Glück. Thurn and Taxis domain board game.,"
Have you ever played a historical board game from Hans im Glück, like Thurn and Taxis?"
Stratego publisher Jumbo Games. Stratego instance of board game. Stratego domain board game.,Are you talking about Jumbo Games' board game Stratego?
Mystery Motive for Murder average rating average. Mystery Motive for Murder developer Bruce Glassco. Mystery Motive for Murder genre mystery fiction. Mystery Motive for Murder domain board game.,You found Mystery Motive for Murder to be just okay. Do you think all of Bruce Glassco's mystery fiction board games are mediocre?
Descent Journeys in the Dark average rating good. Descent Journeys in the Dark complexity rating advanced. Descent Journeys in the Dark publication year 2005. Descent Journeys in the Dark domain board game.,Descent Journeys in the Dark is a good board game. The advanced complexity and 2005 publication year make it a great choice for experienced gamers.
board game specifier uninspiring. board game genre board wargame. board game domain board game.,What's the most uninspiring board wargame you know of in the board game domain?
board game specifier strategic. board game maximum number of players 2. board game domain board game.,What's the most strategic board game for a two-player game?
Thurn and Taxis country of origin Germany. Thurn and Taxis developer Karen Seyfarth. Thurn and Taxis domain board game.," Have you heard of Thurn and Taxis, a board game from Germany developed by Karen Seyfarth?"
Mangala genre abstract strategy game. Mangala instance of board game. Mangala domain board game.," Have you heard of Mangala, an abstract strategy board game?"
Sherlock Holmes Consulting Detective average rating excellent. Sherlock Holmes Consulting Detective instance of board game. Sherlock Holmes Consulting Detective maximum number of players 8. Sherlock Holmes Consulting Detective domain board game.,Sherlock Holmes Consulting Detective is an excellent board game. The instance of board game and the maximum number of players of 8 make it perfect for a night of fun.
Battle Masters average rating average. Battle Masters instance of board game. Battle Masters domain board game.,I recall you said that Battle Masters was just an average board game. Do you usually find board games to be mediocre?
board game genre board wargame. board game average rating excellent. board game domain board game.,What makes board wargames an excellent board game for you?
Axis and Allies average rating average. Axis and Allies publisher Avalon Hill. Axis and Allies genre board wargame. Axis and Allies domain board game.,You said that Axis and Allies was just average. Do you think all board wargames from Avalon Hill are mediocre?
Enchanted Forest instance of board game. Enchanted Forest maximum number of players 6. Enchanted Forest domain board game.," Have you ever played a board game for a maximum of six players, such as Enchanted Forest?"
Barbarossa instance of board game. Barbarossa publisher Franckh-Kosmos. Barbarossa domain board game.," Have you heard of Barbarossa, the board game by Franckh-Kosmos?"
Barbarossa average rating average. Barbarossa complexity rating moderate. Barbarossa maximum number of players 6. Barbarossa domain board game.,Barbarossa is an average board game. The moderate complexity and maximum number of players of 6 make it enjoyable for a larger group of people.
Yomi genre card game. Yomi maximum number of players 2. Yomi complexity rating complex. Yomi alternate names Yomi: Fighting Card Game. Yomi domain board game.," Yomi: Fighting Card Game, also known as Yomi, is a complex board game for a maximum of 2 players."
Thurn and Taxis maximum number of players 4. Thurn and Taxis genre historical board game. Thurn and Taxis domain board game.," Have you ever played a historical board game for four players, like Thurn and Taxis?"
Sherlock Holmes Consulting Detective genre deduction game. Sherlock Holmes Consulting Detective game mechanics deductive reasoning. Sherlock Holmes Consulting Detective minimum number of players 1. Sherlock Holmes Consulting Detective publication year 1981. Sherlock Holmes Consulting Detective complexity rating complex. Sherlock Holmes Consulting Detective maximum playing time 120. Sherlock Holmes Consulting Detective domain board game.,Sherlock Holmes Consulting Detective is a 1981 complex deduction game that uses deductive reasoning. It can be played in up to 120 minutes with at least 1 player.
Afrikan tähti instance of board game. Afrikan tähti country of origin Finland. Afrikan tähti domain board game.," Have you ever played a board game from Finland, like Afrikan tähti?"
Afrikan tähti average rating poor. Afrikan tähti maximum number of players 6. Afrikan tähti minimum playing time 45. Afrikan tähti domain board game.,Afrikan tähti is a poor board game in my opinion. The maximum number of players of 6 and 45 minutes of playing time do not make up for the low rating.
Mangala average rating average. Mangala complexity rating simple. Mangala genre abstract strategy game. Mangala domain board game.,Mangala is an average board game with a simple complexity rating and an abstract strategy game genre. It's a great game for beginners.
Carcassonne domain board game.," Have you ever played Carcassonne, the board game?"
Betrayal at House on the Hill genre cooperative board game. Betrayal at House on the Hill maximum number of players 6. Betrayal at House on the Hill instance of board game. Betrayal at House on the Hill publisher Hasbro. Betrayal at House on the Hill domain board game.,Betrayal at House on the Hill is a cooperative board game published by Hasbro for up to 6 players.
Yomi genre card game. Yomi average rating average. Yomi minimum number of players 2. Yomi alternate names Yomi: Fighting Card Game. Yomi minimum playing time 30. Yomi instance of board game. Yomi maximum number of players 2. Yomi domain board game.," Yomi: Fighting Card Game, also known as Yomi, is a card game that can be played with two players in a minimum of 30 minutes. It has an average rating."
Axis and Allies instance of board game. Axis and Allies maximum number of players 5. Axis and Allies domain board game.," Have you ever played a board game for up to 5 players, like Axis and Allies?"
Battle Masters publication year 1992. Battle Masters genre fantasy. Battle Masters domain board game.,Are you talking about the 1992 fantasy board game Battle Masters?
