mr,text
"recommend(name[In My Bed], performer[Amy Winehouse])","
What's the most confusing mystery fiction board game you know of?"
"recommend(name[Money, Cash, Hoes], record_label[Def Jam Recordings])"," I find Chicago to be a poor board game. Despite the complexity rating of complex, it's not very enjoyable."
"recommend(name[I Still...], record_label[Jive Records])",Mystery Motive for Murder is a mystery fiction board game with an average rating. It can be played in 30 to 90 minutes with a minimum of 1 player.
"recommend(name[Wild], producer[Alex Hope])",Sherlock Holmes Consulting Detective is a deduction game that can be played in 60 to 120 minutes.
"recommend(name[Careless Whisper], from_album[Make It Big])"," Have you heard of Carcassonne, the board game from Germany developed by Klaus-Jürgen Wrede?"
"recommend(name[Wanna Get to Know You], genres[hip hop music])",Afrikan tähti is a poor board game in my opinion. The simple complexity and maximum number of players of 6 make it quite limited.
"recommend(name[Sweet Home Alabama], from_album[Second Helping])"," Risk is an average board game, but it's still a classic. The publication year of 1957 and the publisher Miro Company make it a popular choice."
"recommend(name[Viva la Vida], instance_of[single])",What educational deduction game do you know of in the board game domain?
"recommend(name[Mad Love], from_album[Mabel singles discography])",Barbarossa is a moderate fantasy board game developed by Klaus Teuber and published by Franckh-Kosmos. It requires a minimum of 3 players and 60 minutes of playing time.
"recommend(name[Blurred Lines], performer[T.I., Robin Thicke])"," Have you ever played a board game for up to 6 players, like Dune?"
"recommend(name[Matador], publication_year[1994])"," Have you ever played a deduction board game, like Scotland Yard?"
"recommend(name[Stereotypes], from_album[The Great Escape])",What makes roll-and-move board games with resource management game mechanics so unenjoyable?
"recommend(name[Que Calor], publication_year[2019])",What board game do you think is the most stimulating for a two-player game?
"recommend(name[Habibi], performer[Mohombi, Shaggy])",Have you heard of the board game Punaisten ja valkoisten taistelu Suomessa 1918? It's a wargame.
"recommend(name[Kings of the Wild Frontier], genres[post-punk])",Yomi is an average board game in my opinion. The complexity rating of complex and the minimum number of players of 2 make it a challenging and immersive experience.
"recommend(name[As It Was], genres[new wave])",Sherlock Holmes Consulting Detective is a deduction board game.
"recommend(name[Evolution], genres[nu metal])"," Are you referring to the Reiner Knizia Lord of the Rings board game, published in 2000?"
"recommend(name[Stairway to Heaven], is_from_album[True])",Are you talking about the board game Battle Masters?
"recommend(name[For a Friend], genres[pop music])",What do you think makes deduction board games with deductive reasoning so excellent?
"recommend(name[Pumped Up Kicks], is_from_album[True])",Have you ever played a tedious roll-and-move board game?
"recommend(name[Anti-Hero], publication_year[2022])"," Have you ever played a board game for up to 5 players, like Mystery Motive for Murder?"
"recommend(name[All or Nothing], performer[Milli Vanilli])",Descent Journeys in the Dark is a 2005 fantasy board game for up to 5 players with a minimum playing time of 120 minutes.
"recommend(name[Bitter Sweet Symphony], performer[The Verve])",You said Cosmic Encounter was just okay. Do you usually find Fantasy Flight Games' science fiction board games to be mediocre?
"recommend(name[In My Bed], instance_of[single])"," Are you referring to Stratego (or Excalibur, Mini Stratego, Original Stratego, Royal Stratego), the board game?"
"recommend(name[About Damn Time], performer[Lizzo])",Risk is an average board game in my opinion. The 120-minute minimum playing time and the publisher Miro Company make it a reliable and enjoyable game.
"recommend(name[Blurred Lines], record_label[Universal Music Group])",What's an engaging card game in the board game domain that you know of?
"recommend(name[Evolution], publication_year[2007])",You thought Mystery Motive for Murder was just okay. Do you usually find board games to be mediocre?
"recommend(name[Hold My Hand], publication_year[2022])","
Are you referring to Carcassonne (or Carcassonne Jubilee Edition), the German-style board game?"
"recommend(name[Over It], genres[contemporary R&B])"," Have you ever played any of Reiner Knizia's fantasy board games, like Lord of the Rings?"
"recommend(name[Hold My Hand], publication_year[2022], instance_of[single])"," Spirit Island is an advanced cooperative board game published in 2017, with a playing time of 90 to 120 minutes and a minimum of 1 and maximum of 4 players."
"recommend(name[So Good], record_label[Grand Hustle Records], producer[Ryan Tedder])",Are you talking about the board game Carcassonne?
"recommend(name[For a Friend], record_label[London], from_album[Red])",Mystery Motive for Murder is a mystery fiction board game of moderate complexity developed by Bruce Glassco. It has an average rating and can be played in 90 minutes with a minimum of 1 player.
"recommend(name[Mr. Brightside], genres[indie rock], from_album[Hot Fuss])",What's the most strategic board game you know of?
"recommend(name[Kings of the Wild Frontier], from_album[Kings of the Wild Frontier], performer[Adam and the Ants])"," Have you ever played a board game published by Miro Company, like Risk?"
"recommend(name[Old Town Road], producer[Trent Reznor], from_album[7])",What strategic board game can two players play?
"recommend(name[In My Bed], record_label[Island Records], instance_of[single])",What's the most confusing board game you can play with up to 6 players?
"recommend(name[Get Up!], is_from_album[True], instance_of[single])",What's a straightforward cooperative board game in the board game domain?
"recommend(name[Space Oddity], from_album[David Bowie], producer[Gus Dudgeon])"," Barbarossa is a fantasy board game published by Franckh-Kosmos, for 3 to 6 players."
"recommend(name[Mr. Brightside], performer[The Killers], instance_of[single])","
Have you ever played a board game created by Larry Harris from the United States of America, like Axis and Allies?"
"recommend(name[Blinding Lights], instance_of[single], producer[The Weeknd])",Axis and Allies is an average board wargame with a minimum playing time of 180 minutes.
"recommend(name[Every Breath You Take], instance_of[song], publication_year[1983])",You loved Star Realms. Is this your opinion of all science fiction board games?
"recommend(name[Y.M.C.A.], genres[disco], from_album[Cruisin'])"," Have you ever played a board game for four players, like Thurn and Taxis?"
"recommend(name[Careless Whisper], producer[George Michael], is_from_album[True])","
Have you ever played a board game published by Avalon Hill, like Dune?"
"recommend(name[For a Friend], producer[Stephen Hague], is_from_album[True])",You found Crossings to be just okay. Do you think most board games are mediocre?
"recommend(name[Viva la Vida], producer[Brian Eno], genres[baroque pop])",You said Mystery Motive for Murder was just okay. Do you think Mayfair Games make mediocre board games?
"recommend(name[Matador], from_album[Vasos vac铆os], genres[candombe])"," Have you ever played a board game for up to 6 players, like Star Realms?"
"recommend(name[Afterlife], performer[Arcade Fire], producer[James Murphy])",You found Betrayal at House on the Hill to be just okay. Do you think all board games from Asmodee are mediocre?
"recommend(name[Feel Again], record_label[Interscope Records], instance_of[single])",Are you talking about the board game Barbarossa?
"recommend(name[Que Calor], instance_of[musical work/composition], publication_year[2019])","
Are you talking about the Hasbro board game Monopoly, from the United States of America?"
"recommend(name[Style], record_label[Big Machine Records], producer[Ali Payami])",You loved Dune. Do you think all board games from Avalon Hill are great?
"recommend(name[We Are the World], record_label[Epic Records], is_from_album[True])recommend(name[Matador], from_album[Vasos vac铆os], instance_of[musical work/composition])"," Have you heard of Carcassonne, the board game developed by Klaus-Jürgen Wrede?"
"recommend(name[Afterlife], is_from_album[True], producer[James Murphy])"," Enchanted Forest is an average board game, but I like that it was designed by Michel Matschoss and has a minimum playing time of 30 minutes."
