mr,mr_new,da,errors,incorrect,duplicate,mr_len,SACC
"inform(name[Y.M.C.A.], genres[disco], publication_year[1978], rating[excellent], producer[Jacques Morali], record_label[Casablanca Records], performer[Village People], from_album[Cruisin])",Y.M.C.A. genres disco. Y.M.C.A. publication year 1978. Y.M.C.A. rating excellent. Y.M.C.A. producer Jacques Morali. Y.M.C.A. record label Casablanca Records. Y.M.C.A. performer Village People. Y.M.C.A. from album Cruisin. Y.M.C.A. domain songs.,inform,0,,,8,100
"inform(name[Littlest Things], genres[contemporary R&B], from_album[Still], performer[Lily Allen], record_label[Regal Recordings], rating[good], publication_year[2006], producer[Mark Ronson])",Littlest Things genres contemporary R&B. Littlest Things from album Still. Littlest Things performer Lily Allen. Littlest Things record label Regal Recordings. Littlest Things rating good. Littlest Things publication year 2006. Littlest Things producer Mark Ronson. Littlest Things domain songs.,inform,0,,,8,100
"inform(name[Take My Breath Away], genres[synth-pop], record_label[Geffen Records], producer[Giorgio Moroder], performer[Berlin], rating[excellent], publication_year[1986], from_album[Top Gun – Original Motion Picture Soundtrack])",Take My Breath Away genres synth-pop. Take My Breath Away record label Geffen Records. Take My Breath Away producer Giorgio Moroder. Take My Breath Away performer Berlin. Take My Breath Away rating excellent. Take My Breath Away publication year 1986. Take My Breath Away from album Top Gun – Original Motion Picture Soundtrack. Take My Breath Away domain songs.,inform,0,,,8,100
"inform(name[Macarena], genres[flamenco], producer[Los del Río], from_album[A mí me gusta], record_label[Inc.], performer[Los del Río], publication_year[1993], rating[excellent])",Macarena genres flamenco. Macarena producer Los del Río. Macarena from album A mí me gusta. Macarena record label Inc.. Macarena performer Los del Río. Macarena publication year 1993. Macarena rating excellent. Macarena domain songs.,inform,0,,,8,100
"inform(name[Viva la Vida], genres[baroque pop], performer[Coldplay], publication_year[2008], producer[Brian Eno], record_label[Parlophone], from_album[Viva la Vida or Death and All His Friends], rating[excellent])",Viva la Vida genres baroque pop. Viva la Vida performer Coldplay. Viva la Vida publication year 2008. Viva la Vida producer Brian Eno. Viva la Vida record label Parlophone. Viva la Vida from album Viva la Vida or Death and All His Friends. Viva la Vida rating excellent. Viva la Vida domain songs.,inform,1,from_album,,8,87.5
"inform(name[Stargazing], genres[tropical house], performer[Kygo, Justin Jesso], publication_year[2017], from_album[Stargazing], record_label[Sony Music], rating[excellent], producer[Kygo])","Stargazing genres tropical house. Stargazing performer Kygo, Justin Jesso. Stargazing publication year 2017. Stargazing from album Stargazing. Stargazing record label Sony Music. Stargazing rating excellent. Stargazing producer Kygo. Stargazing domain songs.",inform,1,,producer,8,87.5
"inform(name[Anti-Hero], genres[synth-pop], from_album[Midnights], publication_year[2022], producer[Taylor Swift], record_label[Republic Records], rating[excellent], performer[Taylor Swift])",Anti-Hero genres synth-pop. Anti-Hero from album Midnights. Anti-Hero publication year 2022. Anti-Hero producer Taylor Swift. Anti-Hero record label Republic Records. Anti-Hero rating excellent. Anti-Hero performer Taylor Swift. Anti-Hero domain songs.,inform,0,,,8,100
"inform(name[Style], genres[pop rock], publication_year[2015], producer[Ali Payami], performer[Taylor Swift], record_label[Big Machine Records], rating[excellent], from_album[1989])",Style genres pop rock. Style publication year 2015. Style producer Ali Payami. Style performer Taylor Swift. Style record label Big Machine Records. Style rating excellent. Style from album 1989. Style domain songs.,inform,0,,,8,100
"inform(name[Bitter Sweet Symphony], genres[alternative rock], rating[excellent], record_label[Hut Records], performer[The Verve], from_album[Urban Hymns], publication_year[1997], producer[Youth])",Bitter Sweet Symphony genres alternative rock. Bitter Sweet Symphony rating excellent. Bitter Sweet Symphony record label Hut Records. Bitter Sweet Symphony performer The Verve. Bitter Sweet Symphony from album Urban Hymns. Bitter Sweet Symphony publication year 1997. Bitter Sweet Symphony producer Youth. Bitter Sweet Symphony domain songs.,inform,0,,,8,100
"inform(name[Pumped Up Kicks], genres[pop rock], record_label[Columbia Records], performer[Foster the People], from_album[Torches], producer[Mark Foster], publication_year[2010], rating[excellent])",Pumped Up Kicks genres pop rock. Pumped Up Kicks record label Columbia Records. Pumped Up Kicks performer Foster the People. Pumped Up Kicks from album Torches. Pumped Up Kicks producer Mark Foster. Pumped Up Kicks publication year 2010. Pumped Up Kicks rating excellent. Pumped Up Kicks domain songs.,inform,0,,,8,100
"inform(name[I], genres[hip hop music], publication_year[2014], rating[excellent], record_label[Aftermath Entertainment], from_album[To Pimp a Butterfly], performer[Kendrick Lamar], producer[Rahki])",I genres hip hop music. I publication year 2014. I rating excellent. I record label Aftermath Entertainment. I from album To Pimp a Butterfly. I performer Kendrick Lamar. I producer Rahki. I domain songs.,inform,0,,,8,100
"inform(name[Mr. Brightside], genres[indie rock], from_album[Hot Fuss], rating[excellent], record_label[Island Records], producer[The Killers], publication_year[2003], performer[The Killers])",Mr. Brightside genres indie rock. Mr. Brightside from album Hot Fuss. Mr. Brightside rating excellent. Mr. Brightside record label Island Records. Mr. Brightside producer The Killers. Mr. Brightside publication year 2003. Mr. Brightside performer The Killers. Mr. Brightside domain songs.,inform,0,,,8,100
"inform(name[I Still...], genres[pop rock], performer[Backstreet Boys], producer[Max Martin], publication_year[2005], from_album[Never Gone], record_label[Jive Records], rating[excellent])",I Still... genres pop rock. I Still... performer Backstreet Boys. I Still... producer Max Martin. I Still... publication year 2005. I Still... from album Never Gone. I Still... record label Jive Records. I Still... rating excellent. I Still... domain songs.,inform,0,,,8,100
"inform(name[For a Friend], genres[pop music], record_label[London], performer[The Communards], from_album[Red], publication_year[1988], producer[Stephen Hague], rating[mediocre])",For a Friend genres pop music. For a Friend record label London. For a Friend performer The Communards. For a Friend from album Red. For a Friend publication year 1988. For a Friend producer Stephen Hague. For a Friend rating mediocre. For a Friend domain songs.,inform,0,,,8,100
"inform(name[Pumped Up Kicks], genres[pop rock], record_label[Startime International], rating[excellent], publication_year[2010], performer[Foster the People], producer[Mark Foster], from_album[Torches])",Pumped Up Kicks genres pop rock. Pumped Up Kicks record label Startime International. Pumped Up Kicks rating excellent. Pumped Up Kicks publication year 2010. Pumped Up Kicks performer Foster the People. Pumped Up Kicks producer Mark Foster. Pumped Up Kicks from album Torches. Pumped Up Kicks domain songs.,inform,0,,,8,100
"inform(name[Every Breath You Take], genres[pop rock], performer[The Police], rating[excellent], publication_year[1983], record_label[A&M Records], from_album[Synchronicity], producer[Stewart Copeland])",Every Breath You Take genres pop rock. Every Breath You Take performer The Police. Every Breath You Take rating excellent. Every Breath You Take publication year 1983. Every Breath You Take record label A&M Records. Every Breath You Take from album Synchronicity. Every Breath You Take producer Stewart Copeland. Every Breath You Take domain songs.,inform,0,,,8,100
"recommend(name[In My Bed], record_label[Island Records])",In My Bed record label Island Records. In My Bed domain songs.,recommend,0,,,2,100
"recommend(name[Apple Shampoo], genres[pop punk])",Apple Shampoo genres pop punk. Apple Shampoo domain songs.,recommend,0,,,2,100
"recommend(name[Dragostea Din Tei], publication_year[2003])",Dragostea Din Tei publication year 2003. Dragostea Din Tei domain songs.,recommend,0,,,2,100
"recommend(name[About Damn Time], producer[Ricky Reed])",About Damn Time producer Ricky Reed. About Damn Time domain songs.,recommend,0,,,2,100
"recommend(name[Somebody That I Used to Know], from_album[Making Mirrors])",Somebody That I Used to Know from album Making Mirrors. Somebody That I Used to Know domain songs.,recommend,0,,,2,100
"recommend(name[Que Calor], performer[Major Lazer, J Balvin])","Que Calor performer Major Lazer, J Balvin. Que Calor domain songs.",recommend,0,,,2,100
"recommend(name[Mad Love], genres[electropop])",Mad Love genres electropop. Mad Love domain songs.,recommend,0,,,2,100
"recommend(name[Somebody That I Used to Know], producer[Gotye])",Somebody That I Used to Know producer Gotye. Somebody That I Used to Know domain songs.,recommend,0,,,2,100
"recommend(name[Money, Cash, Hoes], performer[DMX, Jay-Z])","Money, Cash, Hoes performer DMX, Jay-Z. Money, Cash, Hoes domain songs.",recommend,0,,,2,100
"recommend(name[Stereotypes], producer[Stephen Street])",Stereotypes producer Stephen Street. Stereotypes domain songs.,recommend,0,,,2,100
"recommend(name[Sweet Home Alabama], publication_year[1974])",Sweet Home Alabama publication year 1974. Sweet Home Alabama domain songs.,recommend,0,,,2,100
"recommend(name[For a Friend], from_album[Red])",For a Friend from album Red. For a Friend domain songs.,recommend,0,,,2,100
"recommend(name[Take My Breath Away], record_label[Geffen Records])",Take My Breath Away record label Geffen Records. Take My Breath Away domain songs.,recommend,0,,,2,100
"recommend(name[Over It], producer[Billy Steinberg])",Over It producer Billy Steinberg. Over It domain songs.,recommend,0,,,2,100
"recommend(name[Sweet Home Alabama], from_album[Second Helping])",Sweet Home Alabama from album Second Helping. Sweet Home Alabama domain songs.,recommend,0,,,2,100
"recommend(name[Mr. Brightside], publication_year[2003])",Mr. Brightside publication year 2003. Mr. Brightside domain songs.,recommend,0,,,2,100
"recommend(name[Take My Breath Away], performer[Berlin])",Take My Breath Away performer Berlin. Take My Breath Away domain songs.,recommend,0,,,2,100
"recommend(name[Blinding Lights], genres[electropop])",Blinding Lights genres electropop. Blinding Lights domain songs.,recommend,0,,,2,100
"recommend(name[Littlest Things], performer[Lily Allen])",Littlest Things performer Lily Allen. Littlest Things domain songs.,recommend,0,,,2,100
"recommend(name[Matador], publication_year[1994])",Matador publication year 1994. Matador domain songs.,recommend,0,,,2,100
"recommend(name[Mad Love], record_label[Polydor Records])",Mad Love record label Polydor Records. Mad Love domain songs.,recommend,0,,,2,100
"recommend(name[So Good], genres[pop rap])",So Good genres pop rap. So Good domain songs.,recommend,0,,,2,100
"recommend(name[Paint It Black], performer[The Rolling Stones])",Paint It Black performer The Rolling Stones. Paint It Black domain songs.,recommend,0,,,2,100
"recommend(name[Bitter Sweet Symphony], from_album[Urban Hymns])",Bitter Sweet Symphony from album Urban Hymns. Bitter Sweet Symphony domain songs.,recommend,0,,,2,100
"recommend(name[For a Friend], performer[The Communards])",For a Friend performer The Communards. For a Friend domain songs.,recommend,0,,,2,100
"recommend(name[Blurred Lines], record_label[Universal Music Group])",Blurred Lines record label Universal Music Group. Blurred Lines domain songs.,recommend,0,,,2,100
"recommend(name[Stairway to Heaven], genres[progressive rock])",Stairway to Heaven genres progressive rock. Stairway to Heaven domain songs.,recommend,0,,,2,100
