mr,text,word counts,,pred,,num_triples,num_hops,popularity,scores,,dacc,LM_prob,PPL,pseudo_bleu,criteria,song_name,
"recommend(name[Over It], genres[contemporary R&B])",Have you heard of Over It? It's a contemporary R&B song.,11,,recommend,#REF!,2,1,not so popular,0.75466955,,#REF!,0.02041893144,48.97415924,12.30068629,match_scores,Over It,#REF!
"recommend(name[Hold My Hand], publication_year[2022], instance_of[single])",Have you heard the song Hold My Hand from 2022? It's a great single.,14,,recommend,#REF!,3,1,popular,0.7917632,,#REF!,0.01264453519,79.0855484,9.782375749,match_scores,Hold My Hand,#REF!
"recommend(name[So Good], record_label[Grand Hustle Records], producer[Ryan Tedder])"," Have you heard the song ""So Good"" by Grand Hustle Records? It was produced by Ryan Tedder.",17,,recommend,#REF!,3,1,not so popular,0.7987209,,#REF!,0.02909293015,34.372612,9.936036079,match_scores,So Good,#REF!
"recommend(name[For a Friend], record_label[London], from_album[Red])",Have you heard the song 'For a Friend' from the album Red? It's by London.,15,,recommend,#REF!,3,1,not so popular,0.64969933,,#REF!,0.01772147637,56.42870712,2.719665272,match,For a Friend,#REF!
"recommend(name[Mr. Brightside], genres[indie rock], from_album[Hot Fuss])",Have you heard of the indie rock song Mr. Brightside from the album Hot Fuss?,15,,recommend,#REF!,3,1,popular,0.79438996,,#REF!,0.01754754127,56.98804092,10.70454633,match_scores_PPL,Mr. Brightside,#REF!
"recommend(name[Kings of the Wild Frontier], from_album[Kings of the Wild Frontier], performer[Adam and the Ants])",Do you know the song Kings of the Wild Frontier by Adam and the Ants? It's from the album Kings of the Wild Frontier.,24,,recommend,#REF!,3,1,not so popular,0.9147943,,#REF!,0.03067958683,32.59496307,4.858971932,match_scores,Kings of the Wild Frontier,#REF!
"recommend(name[Old Town Road], producer[Trent Reznor], from_album[7])",Have you heard of the song Old Town Road produced by Trent Reznor from the album 7?,17,,recommend,#REF!,3,1,popular,0.8127942,,#REF!,0.009456501514,105.7473526,10.52149517,match_scores,Old Town Road,#REF!
"recommend(name[In My Bed], record_label[Island Records], instance_of[single])",Have you heard the single In My Bed by Island Records?,11,,recommend,#REF!,3,1,not so popular,0.86025417,,#REF!,0.003674027803,272.1808472,15.85116569,match_scores,In My Bed,#REF!
"recommend(name[Get Up!], is_from_album[True], instance_of[single])"," Have you heard the song Get Up!, off of an album? It's a really great single.",16,,recommend,#REF!,3,1,not so popular,0.37675607,,#REF!,0.02031853275,49.21615219,7.126955677,match_scores,Get Up!,#REF!
"recommend(name[Space Oddity], from_album[David Bowie], producer[Gus Dudgeon])"," Have you heard the song Space Oddity by David Bowie? Gus Dudgeon produced it, and it's really great.",18,,recommend,#REF!,3,1,popular,0.84195745,,#REF!,0.02273743469,43.98033524,6.291102779,match_scores,Space Oddity,#REF!
"recommend(name[Mr. Brightside], performer[The Killers], instance_of[single])"," Have you heard of the single ""Mr. Brightside"" by The Killers?",11,,recommend,#REF!,3,1,popular,0.79840565,,#REF!,0.03357658502,29.78265953,12.30068629,match_scores_PPL,Mr. Brightside,#REF!
"recommend(name[Blinding Lights], instance_of[single], producer[The Weeknd])",Have you heard the single Blinding Lights by The Weeknd?,10,,recommend,#REF!,3,1,popular,0.8802527,,#REF!,0.006443256653,155.2010193,10.60031338,match_scores,Blinding Lights,#REF!
"recommend(name[Every Breath You Take], instance_of[song], publication_year[1983])",Have you heard of the song Every Breath You Take from 1983?,12,,recommend,#REF!,3,1,popular,0.881757,,#REF!,0.01732093254,57.73361206,20.44800736,match_scores_PPL,Every Breath You Take,#REF!
"recommend(name[Y.M.C.A.], genres[disco], from_album[Cruisin'])",Have you heard Y.M.C.A. from the album Cruisin'? It's a great disco song.,13,,recommend,#REF!,3,1,popular,0.78295505,,#REF!,0.02465331511,40.56249619,32.21135973,match_scores,Y.M.C.A.,#REF!
"recommend(name[Careless Whisper], producer[George Michael], is_from_album[True])",Have you heard the song Careless Whisper by George Michael? It's from an album.,14,,recommend,#REF!,3,1,popular,0.6727086,,#REF!,0.02134639688,46.84631348,6.917184228,match_scores_PPL,Careless Whisper,#REF!
"recommend(name[For a Friend], producer[Stephen Hague], is_from_album[True])",Have you heard of Stephen Hague's song For a Friend from an album? It's really good.,16,,recommend,#REF!,3,1,not so popular,0.6976615,,#REF!,0.008851565556,112.9743652,2.826520588,match_scores,For a Friend,#REF!
"recommend(name[Viva la Vida], producer[Brian Eno], genres[baroque pop])",Brian Eno's baroque pop song Viva la Vida is really good. Have you heard it before?,16,,recommend,#REF!,3,1,popular,0.879652,,#REF!,0.02634197153,37.96223068,2.826520588,match_scores,Viva la Vida,#REF!
"recommend(name[Matador], from_album[Vasos vacíos], genres[candombe])",Have you heard the song Matador from the album Vasos vacíos? It's a great candombe.,15,,recommend,#REF!,3,1,not so popular,0.8171857,,#REF!,0.004005523241,249.6552734,2.719665272,match_scores,Matador,#REF!
"recommend(name[Afterlife], performer[Arcade Fire], producer[James Murphy])"," Have you heard the song Afterlife by Arcade Fire, produced by James Murphy?",13,,recommend,#REF!,3,1,not so popular,0.85351723,,#REF!,0.01281307334,78.04528809,7.859438682,match_scores_PPL,Afterlife,#REF!
"recommend(name[Feel Again], record_label[Interscope Records], instance_of[single])"," Have you heard the Interscope Records single, Feel Again?",9,,recommend,#REF!,3,1,not so popular,0.8715285,,#REF!,0.008467866143,118.0935059,10.60031338,match_scores_PPL,Feel Again,#REF!
"recommend(name[Que Calor], instance_of[musical work/composition], publication_year[2019])"," Have you listened to Que Calor, this 2019 musical work? It's a great song.",14,,recommend,#REF!,3,1,not so popular,0.7759425,,#REF!,0.004744263246,210.7808838,5.061867435,match_scores,Que Calor,#REF!
"recommend(name[Style], record_label[Big Machine Records], producer[Ali Payami])",Have you heard the song Style by Big Machine Records? Ali Payami produced it.,14,,recommend,#REF!,3,1,popular,0.8430267,,#REF!,0.003421428576,292.2755737,11.98091453,match_scores,Style,#REF!
"recommend(name[We Are the World], record_label[Epic Records], is_from_album[True])recommend(name[Matador], from_album[Vasos vacíos], instance_of[musical work/composition])",Have you heard of We Are the World? It's a musical work/composition from the album Vasos vacíos released on Epic Records.,21,,recommend,#REF!,6,1,popular,0.77851033,,#REF!,0.007148978356,139.880127,4.899864501,match_scores,We Are the World,#REF!
"recommend(name[Afterlife], is_from_album[True], producer[James Murphy])",Have you heard the song Afterlife produced by James Murphy? It's from an album.,14,,recommend,#REF!,3,1,not so popular,0.6983091,,#REF!,0.01470968318,67.9824295,5.412989187,match_scores_PPL,Afterlife,#REF!
"recommend(name[The Way I Are], genres[pop music], from_album[All Your Fault: Pt. 2])",Have you heard the pop song The Way I Are from All Your Fault: Pt. 2?,16,,recommend,#REF!,3,1,not so popular,0.7971874,,#REF!,0.01265142361,79.0424881,43.9316037,match_scores,The Way I Are,#REF!
"recommend(name[Space Oddity], from_album[David Bowie], record_label[Mercury Records])",Have you heard the song Space Oddity by David Bowie? It was released on Mercury Records.,16,,recommend,#REF!,3,1,popular,0.85801125,,#REF!,0.03066889436,32.60632706,7.439820586,match_scores,Space Oddity,#REF!
"recommend(name[Waka Waka], from_album[Listen Up! The Official 2010 FIFA World Cup Album], producer[Shakira])",Are you familiar with the song Waka Waka from Shakira's Listen Up! The Official 2010 FIFA World Cup Album?,19,,recommend,#REF!,3,1,popular,0.9502724,,#REF!,0.01222736298,81.78378296,30.96168827,match_scores,Waka Waka,#REF!
"recommend(name[Viva la Vida], genres[baroque pop], performer[Coldplay])",Have you heard Viva la Vida by Coldplay? It's a baroque pop song.,13,,recommend,#REF!,3,1,popular,0.90108216,,#REF!,0.02628352831,38.0466423,3.458592114,match_scores,Viva la Vida,#REF!
"recommend(name[So Good], publication_year[2012], genres[pop rap])"," Have you heard of So Good, a pop rap song from 2012?",12,,recommend,#REF!,3,1,not so popular,0.82014745,,#REF!,0.00818233615,122.2144852,6.285596338,match_scores,So Good,#REF!
"recommend(name[Break My Soul], instance_of[single], from_album[Renaissance])"," Have you heard the single ""Break My Soul"" from the album Renaissance?",12,,recommend,#REF!,3,1,popular,0.7891736,,#REF!,0.01094765103,91.34379578,10.51184684,match_scores,Break My Soul,#REF!
"recommend(name[Somebody That I Used to Know], instance_of[single], genres[art pop])"," Have you heard of the art pop single, Somebody That I Used to Know?",14,,recommend,#REF!,3,1,popular,0.8600657,,#REF!,0.01415514502,70.64569092,16.18861357,match_scores,Somebody That I Used to Know,#REF!
"recommend(name[As It Was], publication_year[2022], performer[Harry Styles])",Have you heard the Harry Styles song As It Was from 2022?,12,,recommend,#REF!,3,1,popular,0.8592363,,#REF!,0.003366925872,297.0068359,15.13321863,match_scores,As It Was,#REF!
"recommend(name[Mad Love], genres[electropop], publication_year[2019])",Have you heard the 2019 electropop song Mad Love?,9,,recommend,#REF!,3,1,not so popular,0.88069975,,#REF!,0.001243140496,804.4143066,9.287529,match_scores,Mad Love,#REF!
"recommend(name[Get Up!], producer[Skrillex], instance_of[single])",Have you heard Skrillex's single 'Get Up!'?,7,,recommend,#REF!,3,1,not so popular,0.8520353,,#REF!,0.01517507745,65.89752197,8.392229813,match_scores,Get Up!,#REF!
"recommend(name[Sweet Home Alabama], from_album[Second Helping], producer[Al Kooper])",Have you heard the song Sweet Home Alabama on the album Second Helping? It's produced by Al Kooper.,18,,recommend,#REF!,3,1,popular,0.8412995,,#REF!,0.0130724117,76.49697876,10.47504152,match_scores,Sweet Home Alabama,#REF!
"recommend(name[Somebody That I Used to Know], publication_year[2011], from_album[Making Mirrors])"," I think you’d like the song Somebody That I Used to Know, it was released in 2011 on the album Making Mirrors. Have you heard it before?",27,,recommend,#REF!,3,1,popular,0.69585013,,#REF!,0.01934981652,51.6800766,9.931954732,match_scores,Somebody That I Used to Know,#REF!
"recommend(name[Kings of the Wild Frontier], publication_year[1980], performer[Adam and the Ants])"," Have you ever heard of the 1980 song, Kings of the Wild Frontier, by Adam and the Ants?",18,,recommend,#REF!,3,1,not so popular,0.8912166,,#REF!,0.01543793443,64.77550507,4.780204394,match_scores,Kings of the Wild Frontier,#REF!
"recommend(name[Apple Shampoo], record_label[MCA Records], publication_year[1997])",Have you heard of the 1997 song Apple Shampoo from MCA Records?,12,,recommend,#REF!,3,1,not so popular,0.9019317,,#REF!,0.005299315163,188.7036285,7.347053126,match_scores,Apple Shampoo,#REF!
"recommend(name[Mad Love], publication_year[2019], from_album[Mabel singles discography])",Have you heard of Mad Love from Mabel's singles discography in 2019?,12,,recommend,#REF!,3,1,not so popular,0.9148611,,#REF!,0.003291852655,303.780304,6.837203339,match_scores,Mad Love,#REF!
"recommend(name[Take My Breath Away], from_album[Top Gun – Original Motion Picture Soundtrack], performer[Berlin])",Have you heard the song Take My Breath Away by Berlin? It's from the Top Gun – Original Motion Picture Soundtrack.,21,,recommend,#REF!,3,1,popular,0.8955539,,#REF!,0.02116810224,47.2408905,36.51934656,match_scores,Take My Breath Away,#REF!
"recommend(name[Black Barbies], publication_year[2016], is_from_album[False])",Have you heard the song Black Barbies from 2016?,9,,recommend,#REF!,3,1,not so popular,0.782123,,#REF!,0.005543337777,180.3967285,9.287529,match_scores_PPL,Black Barbies,#REF!
"recommend(name[Habibi], instance_of[single], is_from_album[False])"," Have you heard the song Habibi, it's a single?",9,,recommend,#REF!,3,1,not so popular,0.68586886,,#REF!,0.009606849336,104.0923996,3.747776737,match_scores,Habibi,#REF!
"recommend(name[Pumped Up Kicks], publication_year[2010], performer[Foster the People])",Have you heard of the song Pumped Up Kicks by Foster the People? It's from 2010.,16,,recommend,#REF!,3,1,popular,0.77149934,,#REF!,0.02782209119,35.94266129,9.50724412,match_scores,Pumped Up Kicks,#REF!
"recommend(name[Right Here, Right Now], performer[Giorgio Moroder], from_album[Déjà Vu])"," Are you familiar with the song ""Right Here, Right Now"" by Giorgio Moroder from the album Déjà Vu?",18,,recommend,#REF!,3,1,not so popular,0.8384277,,#REF!,0.06139850804,16.28704071,20.72668559,match_scores,"Right Here, Right Now",#REF!
"recommend(name[The Way I Are], genres[pop music], record_label[Warner Bros. Records])",Have you heard of the pop song The Way I Are from Warner Bros. Records?,15,,recommend,#REF!,3,1,not so popular,0.8211416,,#REF!,0.01803824209,55.43777466,28.63424631,match_scores,The Way I Are,#REF!
"recommend(name[About Damn Time], is_from_album[False], instance_of[single])"," Have you heard the single ""About Damn Time""? It's really good.",11,,recommend,#REF!,3,1,popular,0.4761751,,#REF!,0.01873764361,53.36850357,9.782375749,match_scores_PPL,About Damn Time,#REF!
"recommend(name[Macarena], performer[Los del Río], producer[Los del Río])",Have you heard the song Macarena by Los del Río? It's pretty great.,13,,recommend,#REF!,3,1,popular,0.8134582,,#REF!,0.02139897392,46.73121262,3.458592114,match_scores,Macarena,#REF!
"recommend(name[Blinding Lights], record_label[Republic Records], is_from_album[True])",Have you heard of Blinding Lights from Republic Records? It's from an album.,13,,recommend,#REF!,3,1,popular,0.67991614,,#REF!,0.01126041725,88.80665588,7.432998185,match_scores,Blinding Lights,#REF!
"recommend(name[Marilyn Monroe], record_label[Columbia Records], instance_of[single])",Have you heard of Marilyn Monroe's single released by Columbia Records?,11,,recommend,#REF!,3,1,not so popular,0.8854144,,#REF!,0.01219941471,81.97114563,7.495553473,match_scores,Marilyn Monroe,#REF!
"recommend(name[Careless Whisper], performer[George Michael], from_album[Make It Big])",Have you heard of the song Careless Whisper by George Michael from his album Make It Big?,17,,recommend,#REF!,3,1,popular,0.7662613,,#REF!,0.0141148264,70.8474884,11.75029694,match_scores,Careless Whisper,#REF!
"recommend(name[I Was Gonna Cancel], performer[Kylie Minogue], record_label[Parlophone])",Have you heard I Was Gonna Cancel by Kylie Minogue? It was released on Parlophone.,15,,recommend,#REF!,3,1,not so popular,0.8913231,,#REF!,0.01488661833,67.17442322,17.69497515,match_scores,I Was Gonna Cancel,#REF!
"recommend(name[I], record_label[Aftermath Entertainment], from_album[To Pimp a Butterfly])"," Have you heard of the song ""To Pimp a Butterfly"" by Aftermath Entertainment?",13,,recommend,#REF!,3,1,popular,0.7887074,,#REF!,0.03404265266,29.37491417,7.314031827,match_scores,I,#REF!
"recommend(name[Poison], instance_of[song], is_from_album[True])",Have you heard of the song Poison? It's from an album.,11,,recommend,#REF!,3,1,not so popular,0.5116554,,#REF!,0.01884040222,53.0774231,3.089055318,match_scores_PPL,Poison,#REF!
"recommend(name[Stereotypes], genres[Britpop], performer[Blur])",Have you heard the Britpop song Stereotypes by Blur?,9,,recommend,#REF!,3,1,not so popular,0.8607411,,#REF!,0.0104940713,95.29190063,5.522397784,match_scores_PPL,Stereotypes,#REF!
"recommend(name[Feel Again], is_from_album[True], genres[pop music])",Have you heard the song Feel Again? It's a pop song from an album.,14,,recommend,#REF!,3,1,not so popular,0.45215636,,#REF!,0.02097578564,47.67401886,4.891187874,match_scores,Feel Again,#REF!
"recommend(name[Over It], genres[contemporary R&B], publication_year[2007])",Have you heard the 2007 contemporary R&B song Over It?,10,,recommend,#REF!,3,1,not so popular,0.8388554,,#REF!,0.004674025318,213.948349,15.13321863,match_scores,Over It,#REF!
"recommend(name[Que Calor], instance_of[musical work/composition], is_from_album[True])",Have you heard the song Que Calor from the album? It's really good.,13,,recommend,#REF!,3,1,not so popular,0.49302602,,#REF!,0.01118984855,89.36671448,5.255923421,match_scores,Que Calor,#REF!
