mr,da,text,word counts,,pred,,num_triples,num_hops,popularity,scores,dacc,LM_prob,PPL,pseudo_bleu,criteria,song_name,
"recommend(name[Y.M.C.A.], genres[disco], from_album[Cruisin'])",recommend,Have you heard Y.M.C.A. from the album Cruisin'? It's a great disco song.,13,,recommend,1,3,1,popular,0.78295505,1,0.024653315,40.56249619,32.21135973,match_scores,Y.M.C.A.,1
"recommend(name[Careless Whisper], producer[George Michael], is_from_album[True])",recommend,Have you heard the song Careless Whisper by George Michael? It's from an album.,14,,recommend,1,3,1,popular,0.6727086,1,0.021346397,46.84631348,6.917184228,match_scores_PPL,Careless Whisper,1
"recommend(name[For a Friend], producer[Stephen Hague], is_from_album[True])",recommend,Have you heard of Stephen Hague's song For a Friend from an album? It's really good.,16,,recommend,1,3,1,not so popular,0.6976615,1,0.008851566,112.9743652,2.826520588,match_scores,For a Friend,1
"recommend(name[Viva la Vida], producer[Brian Eno], genres[baroque pop])",recommend,Brian Eno's baroque pop song Viva la Vida is really good. Have you heard it before?,16,,recommend,1,3,1,popular,0.879652,1,0.026341972,37.96223068,2.826520588,match_scores,Viva la Vida,1
"recommend(name[Matador], from_album[Vasos vacíos], genres[candombe])",recommend,Have you heard the song Matador from the album Vasos vacíos? It's a great candombe.,15,,recommend,1,3,1,not so popular,0.8171857,1,0.004005523,249.6552734,2.719665272,match_scores,Matador,1
"recommend(name[Afterlife], performer[Arcade Fire], producer[James Murphy])",recommend," Have you heard the song Afterlife by Arcade Fire, produced by James Murphy?",13,,recommend,1,3,1,not so popular,0.85351723,1,0.012813073,78.04528809,7.859438682,match_scores_PPL,Afterlife,1
"recommend(name[Feel Again], record_label[Interscope Records], instance_of[single])",recommend," Have you heard the Interscope Records single, Feel Again?",9,,recommend,1,3,1,not so popular,0.8715285,1,0.008467866,118.0935059,10.60031338,match_scores_PPL,Feel Again,1
"recommend(name[Que Calor], instance_of[musical work/composition], publication_year[2019])",recommend," Have you listened to Que Calor, this 2019 musical work? It's a great song.",14,,recommend,1,3,1,not so popular,0.7759425,1,0.004744263,210.7808838,5.061867435,match_scores,Que Calor,1
"recommend(name[Style], record_label[Big Machine Records], producer[Ali Payami])",recommend,Have you heard the song Style by Big Machine Records? Ali Payami produced it.,14,,recommend,1,3,1,popular,0.8430267,1,0.003421429,292.2755737,11.98091453,match_scores,Style,1
"recommend(name[We Are the World], record_label[Epic Records], is_from_album[True])recommend(name[Matador], from_album[Vasos vacíos], instance_of[musical work/composition])",recommend,Have you heard of We Are the World? It's a musical work/composition from the album Vasos vacíos released on Epic Records.,21,,recommend,1,6,1,popular,0.77851033,1,0.007148978,139.880127,4.899864501,match_scores,We Are the World,1
"recommend(name[Afterlife], is_from_album[True], producer[James Murphy])",recommend,Have you heard the song Afterlife produced by James Murphy? It's from an album.,14,,recommend,1,3,1,not so popular,0.6983091,1,0.014709683,67.9824295,5.412989187,match_scores_PPL,Afterlife,1
"recommend(name[The Way I Are], genres[pop music], from_album[All Your Fault: Pt. 2])",recommend,Have you heard the pop song The Way I Are from All Your Fault: Pt. 2?,16,,recommend,1,3,1,not so popular,0.7971874,1,0.012651424,79.0424881,43.9316037,match_scores,The Way I Are,1
"recommend(name[Space Oddity], from_album[David Bowie], record_label[Mercury Records])",recommend,Have you heard the song Space Oddity by David Bowie? It was released on Mercury Records.,16,,recommend,1,3,1,popular,0.85801125,1,0.030668894,32.60632706,7.439820586,match_scores,Space Oddity,1
"recommend(name[Waka Waka], from_album[Listen Up! The Official 2010 FIFA World Cup Album], producer[Shakira])",recommend,Are you familiar with the song Waka Waka from Shakira's Listen Up! The Official 2010 FIFA World Cup Album?,19,,recommend,1,3,1,popular,0.9502724,1,0.012227363,81.78378296,30.96168827,match_scores,Waka Waka,1
"recommend(name[Viva la Vida], genres[baroque pop], performer[Coldplay])",recommend,Have you heard Viva la Vida by Coldplay? It's a baroque pop song.,13,,recommend,1,3,1,popular,0.90108216,1,0.026283528,38.0466423,3.458592114,match_scores,Viva la Vida,1
"recommend(name[So Good], publication_year[2012], genres[pop rap])",recommend," Have you heard of So Good, a pop rap song from 2012?",12,,recommend,1,3,1,not so popular,0.82014745,1,0.008182336,122.2144852,6.285596338,match_scores,So Good,1
"recommend(name[Break My Soul], instance_of[single], from_album[Renaissance])",recommend," Have you heard the single ""Break My Soul"" from the album Renaissance?",12,,recommend,1,3,1,popular,0.7891736,1,0.010947651,91.34379578,10.51184684,match_scores,Break My Soul,1
"recommend(name[Somebody That I Used to Know], instance_of[single], genres[art pop])",recommend," Have you heard of the art pop single, Somebody That I Used to Know?",14,,recommend,1,3,1,popular,0.8600657,1,0.014155145,70.64569092,16.18861357,match_scores,Somebody That I Used to Know,1
"recommend(name[As It Was], publication_year[2022], performer[Harry Styles])",recommend,Have you heard the Harry Styles song As It Was from 2022?,12,,recommend,1,3,1,popular,0.8592363,1,0.003366926,297.0068359,15.13321863,match_scores,As It Was,1
"recommend(name[Mad Love], genres[electropop], publication_year[2019])",recommend,Have you heard the 2019 electropop song Mad Love?,9,,recommend,1,3,1,not so popular,0.88069975,1,0.00124314,804.4143066,9.287529,match_scores,Mad Love,1
"recommend(name[Get Up!], producer[Skrillex], instance_of[single])",recommend,Have you heard Skrillex's single 'Get Up!'?,7,,recommend,1,3,1,not so popular,0.8520353,1,0.015175077,65.89752197,8.392229813,match_scores,Get Up!,1
"recommend(name[Sweet Home Alabama], from_album[Second Helping], producer[Al Kooper])",recommend,Have you heard the song Sweet Home Alabama on the album Second Helping? It's produced by Al Kooper.,18,,recommend,1,3,1,popular,0.8412995,1,0.013072412,76.49697876,10.47504152,match_scores,Sweet Home Alabama,1
"recommend(name[Somebody That I Used to Know], publication_year[2011], from_album[Making Mirrors])",recommend," I think you’d like the song Somebody That I Used to Know, it was released in 2011 on the album Making Mirrors. Have you heard it before?",27,,recommend,1,3,1,popular,0.69585013,1,0.019349817,51.6800766,9.931954732,match_scores,Somebody That I Used to Know,1
"recommend(name[Kings of the Wild Frontier], publication_year[1980], performer[Adam and the Ants])",recommend," Have you ever heard of the 1980 song, Kings of the Wild Frontier, by Adam and the Ants?",18,,recommend,1,3,1,not so popular,0.8912166,1,0.015437934,64.77550507,4.780204394,match_scores,Kings of the Wild Frontier,1
"recommend(name[Apple Shampoo], record_label[MCA Records], publication_year[1997])",recommend,Have you heard of the 1997 song Apple Shampoo from MCA Records?,12,,recommend,1,3,1,not so popular,0.9019317,1,0.005299315,188.7036285,7.347053126,match_scores,Apple Shampoo,1
"recommend(name[Mad Love], publication_year[2019], from_album[Mabel singles discography])",recommend,Have you heard of Mad Love from Mabel's singles discography in 2019?,12,,recommend,1,3,1,not so popular,0.9148611,1,0.003291853,303.780304,6.837203339,match_scores,Mad Love,1
"recommend(name[Take My Breath Away], from_album[Top Gun �?Original Motion Picture Soundtrack], performer[Berlin])",recommend,Have you heard the song Take My Breath Away by Berlin? It's from the Top Gun �?Original Motion Picture Soundtrack.,21,,recommend,1,3,1,popular,0.8955539,1,0.021168102,47.2408905,36.51934656,match_scores,Take My Breath Away,1
"recommend(name[Black Barbies], publication_year[2016], is_from_album[False])",recommend,Have you heard the song Black Barbies from 2016?,9,,recommend,1,3,1,not so popular,0.782123,1,0.005543338,180.3967285,9.287529,match_scores_PPL,Black Barbies,1
"recommend(name[Habibi], instance_of[single], is_from_album[False])",recommend," Have you heard the song Habibi, it's a single?",9,,recommend,1,3,1,not so popular,0.68586886,1,0.009606849,104.0923996,3.747776737,match_scores,Habibi,1
"recommend(name[Pumped Up Kicks], publication_year[2010], performer[Foster the People])",recommend,Have you heard of the song Pumped Up Kicks by Foster the People? It's from 2010.,16,,recommend,1,3,1,popular,0.77149934,1,0.027822091,35.94266129,9.50724412,match_scores,Pumped Up Kicks,1
"recommend(name[Right Here, Right Now], performer[Giorgio Moroder], from_album[Déjà Vu])",recommend," Are you familiar with the song ""Right Here, Right Now"" by Giorgio Moroder from the album Déjà Vu?",18,,recommend,1,3,1,not so popular,0.8384277,1,0.061398508,16.28704071,20.72668559,match_scores,"Right Here, Right Now",1
"recommend(name[The Way I Are], genres[pop music], record_label[Warner Bros. Records])",recommend,Have you heard of the pop song The Way I Are from Warner Bros. Records?,15,,recommend,1,3,1,not so popular,0.8211416,1,0.018038242,55.43777466,28.63424631,match_scores,The Way I Are,1
"recommend(name[About Damn Time], is_from_album[False], instance_of[single])",recommend," Have you heard the single ""About Damn Time""? It's really good.",11,,recommend,1,3,1,popular,0.4761751,1,0.018737644,53.36850357,9.782375749,match_scores_PPL,About Damn Time,1
"recommend(name[Macarena], performer[Los del Río], producer[Los del Río])",recommend,Have you heard the song Macarena by Los del Río? It's pretty great.,13,,recommend,1,3,1,popular,0.8134582,1,0.021398974,46.73121262,3.458592114,match_scores,Macarena,1
"recommend(name[Blinding Lights], record_label[Republic Records], is_from_album[True])",recommend,Have you heard of Blinding Lights from Republic Records? It's from an album.,13,,recommend,1,3,1,popular,0.67991614,1,0.011260417,88.80665588,7.432998185,match_scores,Blinding Lights,1
"recommend(name[Marilyn Monroe], record_label[Columbia Records], instance_of[single])",recommend,Have you heard of Marilyn Monroe's single released by Columbia Records?,11,,recommend,1,3,1,not so popular,0.8854144,1,0.012199415,81.97114563,7.495553473,match_scores,Marilyn Monroe,1
"recommend(name[Careless Whisper], performer[George Michael], from_album[Make It Big])",recommend,Have you heard of the song Careless Whisper by George Michael from his album Make It Big?,17,,recommend,1,3,1,popular,0.7662613,1,0.014114826,70.8474884,11.75029694,match_scores,Careless Whisper,1
"recommend(name[I Was Gonna Cancel], performer[Kylie Minogue], record_label[Parlophone])",recommend,Have you heard I Was Gonna Cancel by Kylie Minogue? It was released on Parlophone.,15,,recommend,1,3,1,not so popular,0.8913231,1,0.014886618,67.17442322,17.69497515,match_scores,I Was Gonna Cancel,1
"recommend(name[I], record_label[Aftermath Entertainment], from_album[To Pimp a Butterfly])",recommend," Have you heard of the song ""To Pimp a Butterfly"" by Aftermath Entertainment?",13,,recommend,1,3,1,popular,0.7887074,1,0.034042653,29.37491417,7.314031827,match_scores,I,1
"recommend(name[Poison], instance_of[song], is_from_album[True])",recommend,Have you heard of the song Poison? It's from an album.,11,,recommend,1,3,1,not so popular,0.5116554,1,0.018840402,53.0774231,3.089055318,match_scores_PPL,Poison,1
"recommend(name[Stereotypes], genres[Britpop], performer[Blur])",recommend,Have you heard the Britpop song Stereotypes by Blur?,9,,recommend,1,3,1,not so popular,0.8607411,1,0.010494071,95.29190063,5.522397784,match_scores_PPL,Stereotypes,1
"recommend(name[Feel Again], is_from_album[True], genres[pop music])",recommend,Have you heard the song Feel Again? It's a pop song from an album.,14,,recommend,1,3,1,not so popular,0.45215636,1,0.020975786,47.67401886,4.891187874,match_scores,Feel Again,1
"recommend(name[Over It], genres[contemporary R&B], publication_year[2007])",recommend,Have you heard the 2007 contemporary R&B song Over It?,10,,recommend,1,3,1,not so popular,0.8388554,1,0.004674025,213.948349,15.13321863,match_scores,Over It,1
"recommend(name[Que Calor], instance_of[musical work/composition], is_from_album[True])",recommend,Have you heard the song Que Calor from the album? It's really good.,13,,recommend,1,3,1,not so popular,0.49302602,1,0.011189849,89.36671448,5.255923421,match_scores,Que Calor,1
"recommend(name[Stargazing], producer[Kygo], publication_year[2017])",recommend," Have you heard of the 2017 Kygo song, Stargazing?",9,,recommend,1,3,1,not so popular,0.8926034,1,0.004013295,249.1718292,4.932351569,match_scores,Stargazing,1
"recommend(name[Afterlife], genres[indie rock], publication_year[2013])",recommend,Have you heard the indie rock song Afterlife from 2013?,10,,recommend,1,3,1,not so popular,0.8659156,1,0.007861296,127.2054825,4.456882761,match_scores_PPL,Afterlife,1
"recommend(name[Habibi], is_from_album[False], publication_year[2014])",recommend,Have you heard the song Habibi from 2014?,8,,recommend,1,3,1,not so popular,0.7714086,1,0.003949739,253.1812744,5.669791111,match_scores_PPL,Habibi,1
"recommend(name[Money for Nothing], from_album[Brothers in Arms], record_label[Vertigo])",recommend,Have you heard Money for Nothing from Brothers in Arms? It's a song released by Vertigo.,16,,recommend,1,3,1,popular,0.8094117,1,0.014188603,70.47910309,3.211547432,match_scores,Money for Nothing,1
"recommend(name[Every Breath You Take], instance_of[song], producer[Stewart Copeland])",recommend,Have you heard the song Every Breath You Take by Stewart Copeland?,12,,recommend,1,3,1,popular,0.9179623,1,0.022125587,45.19654083,22.99751911,match_scores,Every Breath You Take,1
"recommend(name[I Was Gonna Cancel], is_from_album[True], producer[Pharrell Williams])",recommend,Pharrell Williams produced a song called I Was Gonna Cancel. Have you heard it yet?,15,,recommend,1,3,1,not so popular,0.76292497,1,0.018449628,54.20163345,17.02602472,match_scores,I Was Gonna Cancel,1
"recommend(name[I Was Gonna Cancel], publication_year[2014], producer[Pharrell Williams])",recommend," Have you heard of the song ""I Was Gonna Cancel,"" by Pharrell Williams, from 2014?",15,,recommend,1,3,1,not so popular,0.82614404,1,0.024536285,40.75596619,14.81394579,match_scores,I Was Gonna Cancel,1
"recommend(name[Mr. Brightside], record_label[Island Records], producer[The Killers])",recommend," Have you heard of the song Mr. Brightside by The Killers, released on Island Records?",15,,recommend,1,3,1,popular,0.8117382,1,0.021519409,46.46967697,11.75029694,match_scores,Mr. Brightside,1
"recommend(name[About Damn Time], publication_year[2022], producer[Ricky Reed])",recommend,Have you heard of About Damn Time produced by Ricky Reed coming out in 2022?,15,,recommend,1,3,1,popular,0.8576647,1,0.002399389,416.7728271,11.98091453,match_scores,About Damn Time,1
"recommend(name[Space Oddity], publication_year[1969], is_from_album[True])",recommend,Have you heard the song Space Oddity from 1969? It's from an album.,13,,recommend,1,3,1,popular,0.6261343,1,0.020342419,49.15836334,5.816635421,match_scores_PPL,Space Oddity,1
"recommend(name[Blinding Lights], from_album[The Weeknd singles discography], genres[synthwave])",recommend,Have you heard of the synthwave song Blinding Lights from The Weeknd's singles discography?,14,,recommend,1,3,1,popular,0.90944403,1,0.010657911,93.82701874,5.816635421,match_scores_PPL,Blinding Lights,1
